챔피언	레벨	공격력	공격속도	체력	마나	체력재생	마나재생	방어력	마법저항	이동속도	사거리	인기도
블라디미르	13	84	0.803	1562.8	0	14.21	0	63.88	30	335	450	7.61
블리츠크랭크	13	103.5	0.703	1722.6	747.2	17.51	18.1	72.38	47.1	325	125	7.47
빅토르	13	88	0.77	1452.04	924	15.64	15.6	70.72	30	335	525	7.14
뽀삐	13	102.5	0.873	1531.08	595.4	14.97	12.56	76.72	30	345	125	6.26
사이온	13	107.7	0.737	1418.64	829.6	19.78	15.21	59.04	47.1	345	175	6.65
샤코	13	99.6	0.923	1590.12	741.2	14.97	12.56	66.88	47.1	350	125	7.49
세주아니	13	97.1	0.777	1740	880	18.88	12.61	65.54	47.1	340	125	7.25
소나	13	86	0.807	1406.36	880.6	12.02	16.3	60.14	30	325	550	8.01
소라카	13	86	0.772	1465.04	1070.8	8.5	13.8	68.98	30	325	550	7.7
쉔	13	100.7	0.894	1590.8	200	14.97	50	73.72	30	335	125	7.71
쉬바나	13	101.5	0.781	1734.6	100	18.19	0	67.83	47.1	350	125	7.69
스웨인	13	88	0.77	1452.04	938	15.64	15.6	70.72	30	335	500	7.76
스카너	13	111.6	0.769	1753.28	752.2	19.13	12.61	74.98	47.1	345	125	6.92
시비르	13	86.4	0.735	1499.76	884	11.77	18.81	61.21	30	335	500	7.52
신드라	13	88.7	0.744	1447.04	1104	13.71	15.6	65.51	30	330	550	7.17
신지드	13	102.8	0.735	1526.76	830.6	14.62	14.12	69.88	30	345	125	7.41
신짜오	13	97.1	0.872	1635.16	693.8	16.58	12.66	67.88	47.1	345	175	7.27
쓰레쉬	13	74.1	0.627	1676.52	801.92	13.52	15.6	16	30	335	450	7.95
아리	13	89	0.808	1474.4	934	13.71	15.6	62.88	30	330	550	8.05
아무무	13	99	0.791	1621.12	767.2	19.08	13.68	66.74	47.1	335	125	7.72
아지르	13	85.6	0.699	1484.4	854.56	13.52	15.6	55.04	30	325	525	6.27
아칼리	13	96.8	0.931	1607.8	200	16.14	50	68.38	47.1	350	125	7.57
아트록스	13	98.8	0.866	1557.8	645.6	12.59	0	69.98	47.1	345	150	6.78
알리스타	13	94.4	0.771	1885.36	734.84	18.88	18.1	66.38	47.1	330	125	7.68
애니	13	81.9	0.666	1423.68	934	12.02	15.6	67.22	30	335	625	7.66
애니비아	13	89.8	0.741	1307.6	996.04	12.17	15.6	69.22	30	325	600	7.66
애쉬	13	83.6	0.9	1475.72	664	12.02	16.3	62.01	30	325	600	7.42
앨리스	13	86.5	0.745	1489.4	924	12.91	15.6	62.33	30	330	550	7.69
야스오	13	93.8	0.911	1501.76	60	17.31	0	65.51	30	345	175	7.01
에코	13	95	0.852	1540	880	19.8	18.6	63	47	340	125	7.57
오공	13	98.3	0.875	1597.8	721.84	13.99	15.84	66.88	47.1	345	175	7.15
오리아나	13	71.6	0.911	1465.72	934	13.47	15.6	53.04	30	325	525	7.7
요릭	13	99.6	0.831	1583.8	713.8	16.58	12.16	68.25	47.1	345	125	6.87
우디르	13	96.7	0.851	1781.32	630.4	17.71	12.91	73.47	47.1	345	125	5.31
우르곳	13	95.2	0.849	1654.52	972.4	13.71	16.39	64.14	30	335	425	6.22
울라프	13	102	0.9	1713.24	819.6	19.31	14.37	62.04	47.1	350	125	7.43
워윅	13	102.9	0.894	1768.64	600.4	17.99	15.31	67.88	47.1	345	125	7.43
이렐리아	13	101.1	0.899	1687.2	722.8	16.39	19.3	70.3	47.1	345	125	7.51
이블린	13	95.9	0.936	1611.2	819.6	16.42	15.31	72.1	47.1	340	125	7.28
이즈리얼	13	84.6	0.818	1444.4	864.6	13.02	15.89	63.88	30	325	550	7.96
일라오이	13	120	0.728	1725.6	780	19.1	16.5	71.6	47.1	340	125	7.88
자르반4세	13	96.5	0.839	1651.2	782.2	16.58	12.16	72.2	47.1	340	175	7.7
자이라	13	91.8	0.77	1367.32	934	11.69	18.1	56.04	30	325	575	7.62
잔나	13	87.4	0.804	1423.04	1177.52	12.02	13.8	64.98	30	335	475	7.6
재드	13	95.5	0.921	1539.4	200	14.89	50	68.88	47.1	345	125	7.94
잭스	13	102.5	0.877	1612.8	722.8	14.97	15.98	63.04	47.1	350	125	7.7
쟈크	13	100.2	0.75	1754.6	0	14.52	0	65.88	47.1	335	175	7.72
제라스	13	90.7	0.724	1474.4	894.96	12.02	15.6	63.88	30	340	525	7
제이스	13	92.4	0.853	1651.2	801.2	16.94	15.6	64.38	30	335	125	7.67
직스	13	91.4	0.779	1484.4	948	13.46	15.6	61.14	30	325	550	7.68
질리언	13	87.6	0.763	1423.28	1080.8	11.44	18.1	64.73	30	335	550	7.41
징크스	13	87.4	0.694	1501.76	785.6	11.84	18.68	64.88	30	325	525	7.73
초가스	13	111.6	0.724	1534.4	752.2	19.13	12.61	70.88	47.1	345	125	7.5
카르마	13	93.1	0.783	1518.44	974	12.22	18.1	65.98	30	335	525	6.61
카사딘	13	105.7	0.9	1500.04	1201.6	13.79	15.6	61.78	30	340	150	7.66
카서스	13	84.7	0.77	1416	1104.48	13.02	15.6	62.88	30	335	450	7.69
카시오페이아	13	90.8	0.767	1406	1090.8	11.69	17.36	70.22	30	335	550	6.41
카직스	13	92.4	0.863	1592.8	807.2	16.51	13.59	63	47.1	350	125	7.63
카타리나	13	96.4	0.856	1506	0	11.1	0	68.88	47.1	345	125	7.71
칼리스타	13	97.8	0.861	1513.76	651.8	12.6	11.1	61.01	30	325	550	7.16
케넨	13	90.1	0.948	1483.72	200	13.39	50	69.3	30	335	550	7.63
케이틀린	13	79.8	0.9	1484.4	733.8	12.27	14.02	64.88	30	325	650	7.72
케일	13	89.6	0.792	1690.24	802.2	17.26	18.1	68.88	30	335	125	7.55
코그모	13	83.4	0.859	1501	828.88	12.52	17.08	61.88	30	325	500	7.46
코르키	13	86	0.783	1496.76	758.16	12.02	14.02	65.38	30	325	550	7.17
퀸	13	85.4	0.897	1552.8	688.8	12.02	11.77	65.38	30	335	525	7.06
킨드레드	13	73.7	0.797	1560	720	13.6	30.5	66	30	325	500	7.78
타릭	13	99.9	0.764	1699.2	1021.08	13.94	18.1	70.28	47.1	340	125	6.92
탈론	13	92.4	0.866	1602.8	821.2	17.51	13.59	68.88	47.1	350	125	7.68
탐켄치	13	94.4	0.797	1750	805	13.1	20	63	47.1	335	175	7.26
트런들	13	96	0.886	1768.28	821.6	19.63	14.71	59.94	47.1	350	175	6.6
트리스타나	13	87.5	0.764	1526.76	630.76	13.99	12.61	58	30	325	634	7.59
트린다미어	13	99.8	0.849	1801.64	100	19.31	0	61.31	47.1	345	125	7.68
트위스티드페이트	13	89.6	0.882	1505.76	721.84	12.71	15.6	58.34	30	330	525	7.72
트위치	13	83.4	0.931	1497.08	767.2	13.21	12.66	59.04	30	330	550	6.98
티모	13	86	0.942	1499.76	747.2	13.54	12.61	69.3	30	330	500	6.19
판테온	13	90.4	0.853	1623.16	689.12	15.64	12.76	74.45	47.1	355	150	7.7
피들스틱	13	79.9	0.77	1484.4	1072.12	12.81	15.6	62.88	30	335	480	7.44
피오라	13	99.6	0.909	1570	780	14.85	16.4	66	47.1	345	150	7.16
피즈	13	94	0.882	1590.48	761.2	16.58	15.6	63.21	47.1	335	175	7.55
하이머딩거	13	87.9	0.719	1376	787.2	32.01	15.6	55.04	30	340	550	6.33
헤카림	13	99.8	0.854	1739.6	771.2	18.26	14.71	74.72	47.1	345	175	7.5
가렌	14	116.4	0.843	1711.53	0	14.34	0	66.54	48.35	340	175	7.24
갈리오	14	105.8	0.73	1682.8	980	18.46	16.4	72.38	48.35	335	125	6.71
갱플랭크	14	98	0.866	1646	802.2	15.26	16.78	68.94	48.35	345	125	6.65
그라가스	14	106.9	0.811	1740.52	1011	19.73	16.4	72.85	48.35	330	125	7.1
그레이브즈	14	92.2	0.843	1643.12	842.2	15.78	17.03	68.58	30	345	425	7.7
나르	14	87	0.663	1385	100	9	0	55.5	30	325	150	7.07
나미	14	91.5	0.844	1451.32	936.24	12.57	16.7	71.72	30	335	550	7.86
나서스	14	104.7	0.904	1731.2	871.6	20.71	13.94	70.38	48.35	350	125	7.21
노틸러스	14	100.4	0.685	1694.48	945	15.52	17.73	75.21	48.35	325	175	7.15
녹턴	14	99.5	0.884	1687.8	728.8	18.01	12.61	72.38	48.35	345	125	7.59
누누	14	101.7	0.794	1846.28	829.56	18.79	13.94	71.88	48.35	350	125	6.88
니달리	14	93.4	0.885	1711.2	880.6	13.81	16.4	68.38	30	335	525	7.56
다리우스	14	120.9	0.7	1882.24	750.5	22.2	11.14	81.88	48.35	340	175	7.66
다이애나	14	92	0.841	1759.2	817.2	18.48	16.4	72.85	48.35	345	150	7.73
드레이븐	14	93.6	0.891	1623.76	867.56	15.28	16.49	68.44	30	330	550	7.46
라이즈	14	94	0.783	1676.48	1068.4	12.42	16.4	72.25	30	340	550	7.64
람머스	14	101.4	0.792	1682.48	739.44	15.07	14.34	87.28	48.35	335	125	7.46
럭스	14	96.4	0.727	1504.72	995	12.57	16.4	70.72	30	330	550	7.71
럼블	14	102.6	0.787	1624.4	100	15.81	0	71.38	48.35	345	125	7.47
레넥톤	14	98.6	0.876	1703.16	100	17.71	0	74.98	48.35	345	125	7.61
레오나	14	99	0.843	1707.16	822.2	19.48	16.4	74.01	48.35	335	125	7.8
렉사이	14	99.2	0.775	1781.2	100	15.79	0	77.05	48.35	335	175	7.66
렝가	14	99	0.899	1756.2	5	9.47	0	71.38	48.35	345	125	7.76
루시안	14	88.8	0.891	1594.4	842.88	14.64	17.28	63.04	30	335	500	7.55
룰루	14	80.2	0.79	1514.76	1007.4	13.81	21.4	67.32	30	325	550	7.77
르블랑	14	100.4	0.73	1491	984	14.57	16.4	67.38	30	335	525	7.46
리븐	14	95	0.888	1676.48	0	9.84	0	65.98	48.35	345	125	7.91
리산드라	14	85.6	0.727	1598.12	954	14.07	10.87	68.32	30	325	550	7.42
리신	14	102.8	0.885	1675.8	200	16.53	50	72.32	48.35	350	125	7.71
마스터이	14	99	0.842	1794.56	796.56	16.04	13.11	63.04	48.35	355	125	6.25
마오카이	14	106.4	0.871	1742.2	936.28	19.73	13.06	80.72	30	335	125	7.27
말자하	14	93.7	0.727	1554.4	910.6	12.57	16.4	67.38	30	340	550	7.69
말파아트	14	105.8	0.898	1744.2	802.2	15.52	14.47	77.05	48.35	335	125	7.67
모데카이저	14	126	0.944	1565	120	10.52	0	68.75	48.35	325	175	7.38
모르가나	14	101	0.74	1665.48	1120.8	13.51	16.4	74.78	30	335	450	7.7
문도	14	100.3	0.835	1739.52	0	17.51	0	72.38	48.35	345	125	7.46
미스포츈	14	59	0.892	1635	780.84	14.64	16.49	63.04	30	325	550	7.56
바드	14	85	0.775	1744	1000	12.55	11.85	73	30	330	500	6.1
바루스	14	86	0.867	1603.76	789	12.57	17.74	67.41	30	330	575	7.68
바이	14	101.4	0.836	1687.8	880.6	20.71	16.54	71.38	48.35	345	125	7.54
베이가	14	84.8	0.793	1558.76	1068.4	12.57	16.4	71.3	30	340	525	6.75
베인	14	78.5	0.974	1577.44	686.8	12.57	12.17	63.21	30	330	550	7.29
벨코즈	14	95.8	0.727	1495.68	921.6	12.57	16.4	67.38	30	340	525	7.67
볼리베어	14	102.4	0.843	1702.48	660.4	16.54	16.54	71.88	48.35	345	125	7.5
브라움	14	97	0.818	1707.16	895.6	21.18	16.4	85.22	48.35	335	125	7.66
브랜드	14	96	0.727	1495.68	921.6	12.57	15.81	67.38	30	340	550	7.04
블라디미르	14	87	0.816	1647.8	0	14.81	0	67.38	30	335	450	7.61
블리츠크랭크	14	107	0.71	1817.6	787.2	18.26	18.9	76.38	48.35	325	125	7.47
빅토르	14	91	0.783	1530.04	974	16.29	16.4	74.72	30	335	525	7.14
뽀삐	14	105.8	0.894	1612.08	625.4	15.52	13.01	80.72	30	345	125	6.26
사이온	14	111.7	0.747	1491.64	871.6	20.58	15.81	62.04	48.35	345	175	6.65
샤코	14	103.1	0.944	1674.12	778.2	15.52	13.01	70.38	48.35	350	125	7.49
세주아니	14	100.4	0.787	1835	920	19.73	13.06	68.54	48.35	340	125	7.25
소나	14	89	0.822	1483.36	925.6	12.57	16.7	63.44	30	325	550	8.01
소라카	14	89	0.786	1543.04	1130.8	9	14.2	72.78	30	325	550	7.7
쉔	14	104	0.917	1675.8	200	15.52	50	77.72	30	335	125	7.71
쉬바나	14	104.9	0.792	1829.6	100	18.99	0	71.18	48.35	350	125	7.69
스웨인	14	91	0.783	1530.04	985	16.29	16.4	74.72	30	335	500	7.76
스카너	14	115.8	0.783	1849.28	792.2	19.98	13.06	78.78	48.35	345	125	6.92
시비르	14	88.8	0.745	1581.76	934	12.32	19.71	64.46	30	335	500	7.52
신드라	14	91.6	0.756	1525.04	1164	14.31	16.4	68.91	30	330	550	7.17
신지드	14	106.2	0.746	1608.76	875.6	15.17	14.67	73.38	30	345	125	7.41
신짜오	14	100.4	0.89	1722.16	728.8	17.28	13.11	71.38	48.35	345	175	7.27
쓰레쉬	14	76.3	0.627	1769.52	845.92	14.07	16.4	16	30	335	450	7.95
아리	14	92	0.82	1554.4	984	14.31	16.4	66.38	30	330	550	8.05
아무무	14	102.8	0.805	1705.12	807.2	19.93	14.21	70.34	48.35	335	125	7.72
아지르	14	88.4	0.708	1564.4	896.56	14.07	16.4	58.04	30	325	525	6.27
아칼리	14	100	0.952	1692.8	200	16.79	50	71.88	48.35	350	125	7.57
아트록스	14	102	0.885	1642.8	690.6	13.09	0	73.78	48.35	345	150	6.78
알리스타	14	98.1	0.785	1991.36	772.84	19.73	18.9	69.88	48.35	330	125	7.68
애니	14	84.5	0.673	1499.68	984	12.57	16.4	71.22	30	335	625	7.66
애니비아	14	93	0.751	1377.6	1046.04	12.72	16.4	73.22	30	325	600	7.66
애쉬	14	85.9	0.922	1554.72	696	12.57	16.7	65.41	30	325	600	7.42
앨리스	14	89.5	0.756	1569.4	974	13.51	16.4	65.68	30	330	550	7.69
야스오	14	97	0.934	1583.76	60	18.21	0	68.91	30	345	175	7.01
에코	14	98	0.873	1620	930	20.7	19.4	66	48.25	340	125	7.57
오공	14	101.5	0.895	1682.8	759.84	14.64	16.49	70.38	48.35	345	175	7.15
오리아나	14	74.2	0.934	1544.72	984	14.02	16.4	56.04	30	325	525	7.7
요릭	14	103.1	0.85	1668.8	748.8	17.28	12.61	71.85	48.35	345	125	6.87
우디르	14	99.9	0.869	1880.32	660.4	18.46	13.36	77.47	48.35	345	125	5.31
우르곳	14	98.8	0.868	1743.52	1027.4	14.31	17.04	67.44	30	335	425	6.22
울라프	14	105.5	0.919	1806.24	861.6	20.21	14.94	65.04	48.35	350	125	7.43
워윅	14	106.3	0.914	1866.64	630.4	18.79	15.91	71.38	48.35	345	125	7.43
이렐리아	14	104.4	0.92	1777.2	754.8	17.04	19.95	74.05	48.35	345	125	7.51
이블린	14	99.4	0.961	1701.2	861.6	16.97	15.91	75.9	48.35	340	125	7.28
이즈리얼	14	87	0.835	1524.4	906.6	13.57	16.54	67.38	30	325	550	7.96
일라오이	14	125	0.742	1820.6	820	19.9	17.25	75.4	48.35	340	125	7.88
자르반4세	14	99.9	0.855	1741.2	822.2	17.28	12.61	75.8	48.35	340	175	7.7
자이라	14	95	0.783	1441.32	984	12.19	18.9	59.04	30	325	575	7.62
잔나	14	90.3	0.821	1501.04	1241.52	12.57	14.2	68.78	30	335	475	7.6
재드	14	98.9	0.943	1619.4	200	15.54	50	72.38	48.35	345	125	7.94
잭스	14	105.8	0.898	1697.8	754.8	15.52	16.68	66.04	48.35	350	125	7.7
쟈크	14	103.5	0.76	1849.6	0	15.07	0	69.38	48.35	335	175	7.72
제라스	14	93.7	0.733	1554.4	938.96	12.57	16.4	67.38	30	340	525	7
제이스	14	95.9	0.871	1741.2	838.2	17.74	16.4	67.88	30	335	125	7.67
직스	14	94.5	0.79	1564.4	995	14.06	16.4	64.44	30	325	550	7.68
질리언	14	90.6	0.775	1500.28	1140.8	11.94	18.9	68.53	30	335	550	7.41
징크스	14	89.8	0.7	1583.76	830.6	12.34	19.68	68.38	30	325	525	7.73
초가스	14	115.8	0.733	1614.4	792.2	19.98	13.06	74.38	48.35	345	125	7.5
카르마	14	96.4	0.798	1601.44	1024	12.77	18.9	69.78	30	335	525	6.61
카사딘	14	109.6	0.924	1578.04	1268.6	14.29	16.4	64.98	30	340	150	7.66
카서스	14	87.9	0.783	1491	1165.48	13.57	16.4	66.38	30	335	450	7.69
카시오페이아	14	94	0.777	1481	1150.8	12.19	18.11	74.22	30	335	550	6.41
카직스	14	95.5	0.88	1677.8	847.2	17.26	14.09	66	48.35	350	125	7.63
카타리나	14	99.6	0.874	1589	0	11.65	0	72.38	48.35	345	125	7.71
칼리스타	14	100.8	0.879	1596.76	686.8	13.15	11.5	64.51	30	325	550	7.16
케넨	14	93.4	0.972	1562.72	200	14.04	50	73.05	30	335	550	7.63
케이틀린	14	82	0.925	1564.4	768.8	12.82	14.57	68.38	30	325	650	7.72
케일	14	92.4	0.806	1783.24	842.2	18.01	18.9	72.38	30	335	125	7.55
코그모	14	85.8	0.876	1583	868.88	13.07	17.78	65.38	30	325	500	7.46
코르키	14	88.5	0.798	1578.76	792.16	12.57	14.57	68.88	30	325	550	7.17
퀸	14	87.8	0.917	1637.8	723.8	12.57	12.17	68.88	30	335	525	7.06
킨드레드	14	75.4	0.813	1645	755	14.15	32.5	69.25	30	325	500	7.78
타릭	14	103.4	0.777	1789.2	1077.08	14.44	18.9	73.98	48.35	340	125	6.92
탈론	14	95.5	0.884	1687.8	858.2	18.26	14.09	72.38	48.35	350	125	7.68
탐켄치	14	97.6	0.813	1845	845	13.65	21	66	48.35	335	175	7.26
트런들	14	99	0.906	1864.28	866.6	20.48	15.31	62.64	48.35	350	175	6.6
트리스타나	14	90.5	0.774	1608.76	662.76	14.64	13.06	61	30	325	641	7.59
트린다미어	14	103	0.868	1899.64	100	20.21	0	64.41	48.35	345	125	7.68
트위스티드페이트	14	92.9	0.903	1587.76	759.84	13.31	16.4	61.49	30	330	525	7.72
트위치	14	85.8	0.954	1578.08	807.2	13.81	13.11	62.04	30	330	550	6.98
티모	14	88.4	0.966	1581.76	787.2	14.19	13.06	73.05	30	330	500	6.19
판테온	14	93.3	0.872	1710.16	720.12	16.29	13.21	78.35	48.35	355	150	7.7
피들스틱	14	82.5	0.783	1564.4	1128.12	13.41	16.4	66.38	30	335	480	7.44
피오라	14	102.9	0.93	1655	820	15.4	17.1	69.5	48.35	345	150	7.16
피즈	14	97	0.903	1676.48	798.2	17.28	16.4	66.61	48.35	335	175	7.55
하이머딩거	14	90.6	0.727	1451	827.2	33.76	16.4	58.04	30	340	550	6.33
헤카림	14	103	0.871	1834.6	808.2	19.01	15.31	78.72	48.35	345	175	7.5
가렌	15	120.9	0.861	1795.78	0	14.84	0	69.54	49.6	340	175	7.24
갈리오	15	109.2	0.738	1767.8	1027	19.21	17.2	75.88	49.6	335	125	6.71
갱플랭크	15	101	0.884	1728	842.2	16.01	17.48	72.24	49.6	345	125	6.65
그라가스	15	110.4	0.824	1829.52	1058	20.58	17.2	76.45	49.6	330	125	7.1
그레이브즈	15	94.6	0.861	1727.12	882.2	16.48	17.73	71.98	30	345	425	7.7
나르	15	90	0.666	1450	100	9.5	0	58	30	325	150	7.07
나미	15	94.6	0.86	1525.32	979.24	13.12	17.1	75.72	30	335	550	7.86
나서스	15	108.2	0.927	1821.2	913.6	21.61	14.44	73.88	49.6	350	125	7.21
노틸러스	15	103.7	0.691	1780.48	992	16.07	18.43	78.96	49.6	325	175	7.15
녹턴	15	102.6	0.902	1772.8	763.8	18.76	13.06	75.88	49.6	345	125	7.59
누누	15	105.2	0.808	1942.28	871.56	19.59	14.44	75.38	49.6	350	125	6.88
니달리	15	96.9	0.905	1801.2	925.6	14.41	17.2	71.88	30	335	525	7.56
다리우스	15	125.9	0.706	1982.24	788	23.15	11.49	85.88	49.6	340	175	7.66
다이애나	15	95	0.859	1849.2	857.2	19.33	17.2	76.45	49.6	345	150	7.73
드레이븐	15	96.5	0.909	1705.76	906.56	15.98	17.14	71.74	30	330	550	7.46
라이즈	15	97	0.796	1762.48	1120.4	12.97	17.2	76.15	30	340	550	7.64
람머스	15	104.9	0.805	1768.48	772.44	15.62	14.84	91.58	49.6	335	125	7.46
럭스	15	99.7	0.736	1583.72	1042	13.12	17.2	74.72	30	330	550	7.71
럼블	15	105.8	0.799	1704.4	100	16.41	0	74.88	49.6	345	125	7.47
레넥톤	15	101.7	0.894	1790.16	100	18.46	0	78.78	49.6	345	125	7.61
레오나	15	102	0.861	1794.16	862.2	20.33	17.2	77.61	49.6	335	125	7.8
렉사이	15	102.5	0.788	1871.2	100	16.44	0	80.8	49.6	335	175	7.66
렝가	15	102	0.918	1846.2	5	9.87	0	74.88	49.6	345	125	7.76
루시안	15	91.2	0.912	1674.4	880.88	15.29	17.98	66.04	30	335	500	7.55
룰루	15	82.8	0.804	1588.76	1062.4	14.41	22.2	71.02	30	325	550	7.77
르블랑	15	103.9	0.739	1566	1034	15.12	17.2	70.88	30	335	525	7.46
리븐	15	98	0.909	1762.48	0	10.34	0	69.18	49.6	345	125	7.91
리산드라	15	88.3	0.736	1682.12	1004	14.62	11.27	72.02	30	325	550	7.42
리신	15	106	0.905	1760.8	200	17.23	50	76.02	49.6	350	125	7.71
마스터이	15	102	0.856	1886.56	838.56	16.69	13.56	66.04	49.6	355	125	6.25
마오카이	15	109.7	0.886	1832.2	979.28	20.58	13.51	84.72	30	335	125	7.27
말자하	15	96.7	0.736	1634.4	955.6	13.12	17.2	70.88	30	340	550	7.69
말파아트	15	109.2	0.92	1834.2	842.2	16.07	15.02	80.8	49.6	335	125	7.67
모데카이저	15	131	0.965	1645	120	11.07	0	72.5	49.6	325	175	7.38
모르가나	15	104.5	0.749	1751.48	1180.8	14.11	17.2	78.58	30	335	450	7.7
문도	15	103.3	0.853	1828.52	0	18.26	0	75.88	49.6	345	125	7.46
미스포츈	15	60	0.912	1720	815.84	15.29	17.14	66.04	30	325	550	7.56
바드	15	88	0.788	1837	1050	13.1	12.3	77	30	330	500	6.1
바루스	15	88.4	0.885	1685.76	822	13.12	18.54	70.81	30	330	575	7.68
바이	15	104.9	0.852	1772.8	925.6	21.61	17.19	74.88	49.6	345	125	7.54
베이가	15	87.5	0.807	1640.76	1120.4	13.12	17.2	75.05	30	340	525	6.75
베인	15	80.1	1	1660.44	721.8	13.12	12.57	66.61	30	330	550	7.29
벨코즈	15	98.9	0.736	1571.68	963.6	13.12	17.2	70.88	30	340	525	7.67
볼리베어	15	105.7	0.861	1788.48	690.4	17.19	17.19	75.38	49.6	345	125	7.5
브라움	15	100.2	0.832	1794.16	940.6	22.18	17.2	89.72	49.6	335	125	7.66
브랜드	15	99	0.736	1571.68	963.6	13.12	16.41	70.88	30	340	550	7.04
블라디미르	15	90	0.829	1732.8	0	15.41	0	70.88	30	335	450	7.61
블리츠크랭크	15	110.5	0.717	1912.6	827.2	19.01	19.7	80.38	49.6	325	125	7.47
빅토르	15	94	0.796	1608.04	1024	16.94	17.2	78.72	30	335	525	7.14
뽀삐	15	109.2	0.916	1693.08	655.4	16.07	13.46	84.72	30	345	125	6.26
사이온	15	115.7	0.757	1564.64	913.6	21.38	16.41	65.04	49.6	345	175	6.65
샤코	15	106.6	0.965	1758.12	815.2	16.07	13.46	73.88	49.6	350	125	7.49
세주아니	15	103.7	0.796	1930	960	20.58	13.51	71.54	49.6	340	125	7.25
소나	15	92	0.837	1560.36	970.6	13.12	17.1	66.74	30	325	550	8.01
소라카	15	92	0.799	1621.04	1190.8	9.5	14.6	76.58	30	325	550	7.7
쉔	15	107.4	0.939	1760.8	200	16.07	50	81.72	30	335	125	7.71
쉬바나	15	108.3	0.803	1924.6	100	19.79	0	74.53	49.6	350	125	7.69
스웨인	15	94	0.796	1608.04	1032	16.94	17.2	78.72	30	335	500	7.76
스카너	15	120	0.796	1945.28	832.2	20.83	13.51	82.58	49.6	345	125	6.92
시비르	15	91.2	0.755	1663.76	984	12.87	20.61	67.71	30	335	500	7.52
신드라	15	94.5	0.769	1603.04	1224	14.91	17.2	72.31	30	330	550	7.17
신지드	15	109.6	0.757	1690.76	920.6	15.72	15.22	76.88	30	345	125	7.41
신짜오	15	103.7	0.908	1809.16	763.8	17.98	13.56	74.88	49.6	345	175	7.27
쓰레쉬	15	78.5	0.627	1862.52	889.92	14.62	17.2	16	30	335	450	7.95
아리	15	95	0.833	1634.4	1034	14.91	17.2	69.88	30	330	550	8.05
아무무	15	106.6	0.819	1789.12	847.2	20.78	14.73	73.94	49.6	335	125	7.72
아지르	15	91.2	0.717	1644.4	938.56	14.62	17.2	61.04	30	325	525	6.27
아칼리	15	103.2	0.974	1777.8	200	17.44	50	75.38	49.6	350	125	7.57
아트록스	15	105.2	0.905	1727.8	735.6	13.59	0	77.58	49.6	345	150	6.78
알리스타	15	101.7	0.798	2097.36	810.84	20.58	19.7	73.38	49.6	330	125	7.68
애니	15	87.2	0.681	1575.68	1034	13.12	17.2	75.22	30	335	625	7.66
애니비아	15	96.2	0.762	1447.6	1096.04	13.27	17.2	77.22	30	325	600	7.66
애쉬	15	88.1	0.944	1633.72	728	13.12	17.1	68.81	30	325	600	7.42
앨리스	15	92.5	0.767	1649.4	1024	14.11	17.2	69.03	30	330	550	7.69
야스오	15	100.2	0.957	1665.76	60	19.11	0	72.31	30	345	175	7.01
에코	15	101	0.893	1700	980	21.6	20.2	69	49.5	340	125	7.57
오공	15	104.7	0.915	1767.8	797.84	15.29	17.14	73.88	49.6	345	175	7.15
오리아나	15	76.8	0.957	1623.72	1034	14.57	17.2	59.04	30	325	525	7.7
요릭	15	106.6	0.869	1753.8	783.8	17.98	13.06	75.45	49.6	345	125	6.87
우디르	15	103.1	0.886	1979.32	690.4	19.21	13.81	81.47	49.6	345	125	5.31
우르곳	15	102.4	0.887	1832.52	1082.4	14.91	17.69	70.74	30	335	425	6.22
울라프	15	109	0.938	1899.24	903.6	21.11	15.52	68.04	49.6	350	125	7.43
워윅	15	109.7	0.933	1964.64	660.4	19.59	16.51	74.88	49.6	345	125	7.43
이렐리아	15	107.7	0.942	1867.2	786.8	17.69	20.6	77.8	49.6	345	125	7.51
이블린	15	102.9	0.986	1791.2	903.6	17.52	16.51	79.7	49.6	340	125	7.28
이즈리얼	15	89.4	0.853	1604.4	948.6	14.12	17.19	70.88	30	325	550	7.96
일라오이	15	130	0.757	1915.6	860	20.7	18	79.2	49.6	340	125	7.88
자르반4세	15	103.3	0.872	1831.2	862.2	17.98	13.06	79.4	49.6	340	175	7.7
자이라	15	98.2	0.796	1515.32	1034	12.69	19.7	62.04	30	325	575	7.62
잔나	15	93.3	0.837	1579.04	1305.52	13.12	14.6	72.58	30	335	475	7.6
재드	15	102.3	0.964	1699.4	200	16.19	50	75.88	49.6	345	125	7.94
잭스	15	109.2	0.92	1782.8	786.8	16.07	17.38	69.04	49.6	350	125	7.7
쟈크	15	106.9	0.771	1944.6	0	15.62	0	72.88	49.6	335	175	7.72
제라스	15	96.7	0.741	1634.4	982.96	13.12	17.2	70.88	30	340	525	7
제이스	15	99.4	0.889	1831.2	875.2	18.54	17.2	71.38	30	335	125	7.67
직스	15	97.6	0.801	1644.4	1042	14.66	17.2	67.74	30	325	550	7.68
질리언	15	93.6	0.788	1577.28	1200.8	12.44	19.7	72.33	30	335	550	7.41
징크스	15	92.2	0.706	1665.76	875.6	12.84	20.68	71.88	30	325	525	7.73
초가스	15	120	0.742	1694.4	832.2	20.83	13.51	77.88	49.6	345	125	7.5
카르마	15	99.7	0.812	1684.44	1074	13.32	19.7	73.58	30	335	525	6.61
카사딘	15	113.5	0.948	1656.04	1335.6	14.79	17.2	68.18	30	340	150	7.66
